"Tipo","URL","Qtd H1","Title (chars)","Description (chars)","Title","Meta description","Problemas"
"post","/blog/ams-como-ele-impulsiona-as-solucoes-analiticas-da-sua-empresa/","1","78","159","AMS: como ele impulsiona as soluções analíticas da sua empresa? - Solveplan","Em um mercado onde os dados são o novo petróleo, ter a capacidade de extrair valor desses ativos e transformá-lo em insights estratégicos é crucial para a","title longo"
"post","/blog/gestao-de-consumo-sap-bdc-custos/","1","57","136","Gestão de consumo SAP BDC: 4 causas de custo | Solveplan","Gestão de consumo SAP BDC: entenda as 4 causas de custos não planejados no Datasphere e como estruturar governança e previsibilidade.",""
"post","/blog/sap-business-data-cloud-knowledge-core/","1","76","210","SAP Business Data Cloud Knowledge Core: a camada que os agentes SAP precisam","O SAP Business Data Cloud é o Knowledge Core que transforma o SAP Knowledge Graph genérico no mapa de dados da sua empresa — com Domain Models, data products governados e governança nativa para agentes SAP","description fora de 120-160; title longo"
"post","/blog/sap-knowledge-graph/","1","68","164","SAP Knowledge Graph: o que é e por que os agentes SAP dependem dele","O SAP Knowledge Graph mapeia 452 mil tabelas do S/4HANA para dar contexto real aos agentes SAP. Entenda a abordagem neuro-simbólica e o impacto para o seu negócio","description fora de 120-160; title longo"
"post","/blog/sap-business-ai-platform/","1","94","168","SAP Business AI Platform: o que mudou no SAPPHIRE 2026 e o que isso significa para sua empresa","Durante o SAP SAPPHIRE Orlando 2026, a SAP unificou BTP, BDC e AI Foundation em uma única plataforma de IA. Entenda o que muda e o que sua empresa precisa fazer agora.","description fora de 120-160; title longo"
"post","/blog/sap-joule-work/","1","77","175","SAP Joule Work: de assistente de chat a camada operacional do ERP - Solveplan","O SAP Joule Work executa processos em linguagem natural — lançamentos, workflows e análises no SAP Datasphere. Entenda o que mudou no Joule e o impacto para usuários SAP.","description fora de 120-160; title longo"
"post","/blog/sap-anthropic-parceria/","1","60","166","SAP Anthropic: como o Claude opera em 3 domínios do ERP SAP","A parceria SAP Anthropic integra o Claude como modelo de raciocínio dos agentes Joule. Entenda o que isso significa para finanças, RH e compras no seu ambiente SAP.","description fora de 120-160"
"post","/blog/governanca-dados-financeiros-sap-bdc/","1","61","144","Governança de Dados Financeiros: Como Estruturar com SAP BDC","Entenda como estruturar a governança de dados financeiros com SAP BDC, integrar sistemas e tomar decisões com dados confiáveis em tempo real.",""
"post","/blog/sap-business-data-cloud-governanca-financeira/","1","73","161","SAP Business Data Cloud: 5 desafios na governança financeira - Solveplan","O SAP Business Data Cloud está transformando a governança financeira nas empresas ao integrar dados, automatizar processos e melhorar a qualidade das decisões","description fora de 120-160; title longo"
"post","/blog/sap-bdc-com-cloud-ia-joule/","1","83","144","Joule e SAP BDC: o que muda com a IA integrada à governança de dados? - Solveplan","Descubra como a integração entre Joule e SAP BDC transforma a governança de dados, unifica informações e fortalece decisões estratégicas.","title longo"
"post","/blog/planejamento-financeiro/planejamento-financeiro-2026/","1","90","218","Planejamento financeiro 2026: como estruturar o orçamento com o SAC Planning? - Solveplan","Planejamento financeiro 2026: como estruturar o orçamento com o SAC Planning? Descubra como estruturar o orçamento de 2026 com o SAC Planning e alavancar a performance financeira da sua empresa com dados confiáveis.","description fora de 120-160; title longo"
"post","/blog/checklist-dados-processos-inicio-do-ano/","1","97","185","Checklist estratégico 2026: o que revisar nos dados e processos neste início de ano - Solveplan","Neste início de ano, saiba o que revisar em dados, processos e dashboards para garantir um ciclo de planejamento mais ágil, seguro e eficiente. Leia o checklist prático da SolvePlan.","description fora de 120-160; title longo"
"post","/blog/planilhas/por-que-planilhas-nao-sao-suficientes-para-decisoes-estrategicas/","1","81","160","Por que planilhas não são suficientes para decisões estratégicas? - Solveplan","Fazendo a analogia, se os mapas de papel foram substituídos por aplicativos que são rotas em tempo real, por que algumas empresas ainda dependem de planilhas?","title longo"
"post","/blog/planejamento-financeiro/health-analytics-como-melhorar-o-planejamento-da-industria-da-saude/","1","83","81","Health Analytics: como melhorar o planejamento da indústria da saúde? - Solveplan","“O Health Analytics é o diário de bordo da indústria da saúde do futuro”.","description fora de 120-160; title longo"
"post","/blog/sap-analytics-cloud/sap-analytics-cloud-como-ele-revoluciona-a-consolidacao-societaria/","1","83","154","SAP Analytics Cloud: como ele revoluciona a consolidação societária? - Solveplan","Ter um processo simplificado e estruturado da consolidação societária é uma meta complexa de ser atingida por muitas empresas que buscam otimizar suas","title longo"
"post","/blog/sap-business-data-cloud/o-que-muda-com-a-chegada-do-sap-business-data-cloud/","1","64","158","O que muda com a chegada do SAP Business Data Cloud? - Solveplan","O formato do mercado atual mudou completamente a forma como as empresas operam. E, a espinha dorsal deste movimento, sem dúvidas, são os dados. Diante desse",""
"post","/blog/gestao-de-dados-como-realizar-de-forma-eficiente-nas-empresas/","1","76","153","Gestão de dados: como realizar de forma eficiente nas empresas? - Solveplan","Toda empresa lida com um alto volume de informações diariamente, o que exige delas um investimento contínuo em uma boa gestão de dados, prezando pela","title longo"
"post","/blog/quais-as-principais-tendencias-de-tecnologia-e-negocios-para-2025/","1","80","109","Quais as principais tendências de tecnologia e negócios para 2025? - Solveplan","Mais um ano chegou, e a pergunta que não quer calar no mundo dos negócios e TI é: o que virá pela frente?","description fora de 120-160; title longo"
"post","/blog/qual-o-papel-da-sustentacao-de-projetos-no-planejamento-orcamentario/","1","85","162","Qual o papel da sustentação de projetos no planejamento orçamentário? - Solveplan","O papel da sustentação de projetos no planejamento orçamentário é assegurar que a saúde financeira e a estratégia da empresa continuarão sendo aplicadas a","description fora de 120-160; title longo"
"post","/blog/por-que-investir-em-data-analytics-e-tao-importante/","1","72","335","Por que investir em Data &amp; Analytics é tão importante? - Solveplan","Investir na gestão de dados deixou, há muito tempo, de ser um diferencial. Hoje, tendo em vista a quantidade de informações que são geradas diariamente, se tornou uma necessidade. Data &amp; Analytics é uma ferramenta que tem a capacidade de analisar uma alta quantidade de dados, contribuindo para tomadas de decisões efetivas.","description fora de 120-160; title longo"
"post","/blog/por-que-automatizar-o-planejamento-orcamentario-2/","1","62","267","Por que automatizar o planejamento orçamentário? - Solveplan","O planejamento orçamentário é uma estratégia eficaz para as empresas terem maior controle e eficiência no controle das operações financeiras. Automatizar tarefas, além de trazer uma gama de benefícios, ajuda na melhor eficiência e agilidade nas operações.","description fora de 120-160"
"post","/blog/quais-as-vantagens-da-consolidacao-atraves-do-sap-analytics-cloud/","1","81","273","Quais as vantagens da consolidação através do SAP Analytics Cloud? - Solveplan","As vantagens da consolidação através do SAP Analytics Cloud, solução de análise e planejamento de dados em nuvem, vão desde o preparar e consolidar dados de planejamento, até automatizar processos críticos, como validação de informações e conversão de moedas.","description fora de 120-160; title longo"
"post","/blog/sap-analytics-cloud-quais-seus-beneficios-para-a-governanca-de-dados/","1","84","290","SAP Analytics Cloud: Quais seus benefícios para a governança de dados? - Solveplan","O SAP Analytics Cloud é uma das ferramentas mais robustas do mercado para inteligência de negócio e análise de dados, com funcionalidades que permitem o acesso em tempo real às informações corporativas a fim de tomadas de decisões mais assertivas para ter mais governança de dados.","description fora de 120-160; title longo"
"post","/blog/sap-analytics-cloud-quais-seus-beneficios-para-a-governanca-de-dados-2/","1","92","195","SAP Analytics Cloud: como ele apoia a consolidação e planejamento empresarial? - Solveplan","Consolidar dados tendo informações em tempo real que embasem o planejamento empresarial é um cuidado essencial para o sucesso corporativo, algo que o SAP Analytics Cloud (SAC) pode contribuir!","description fora de 120-160; title longo"
"post","/blog/planejamento-de-rh-guia-completo-para-elaborar-o-seu/","1","65","218","Planejamento de RH: guia completo para elaborar o seu - Solveplan","Com um bom planejamento de RH, as empresas conseguirão unir pilares essenciais para o destaque competitivo: as metas corporativas, e seus ativos preciosos que conduzirão as estratégias definidas, seu capital humano.","description fora de 120-160"
"post","/blog/consolidacao-societaria-o-que-e-e-quais-os-seus-beneficios-2/","1","77","161","Consolidação societária: o que é e quais os seus benefícios? - Solveplan","A consolidação societária ajuda a fortalecer a competitividade do negócio uma vez que contribui para a melhor visualização e gerenciamento das operações.","description fora de 120-160; title longo"
"post","/blog/como-o-sap-analytics-cloud-impulsiona-a-consolidacao-do-agronegocio/","1","83","189","Como o SAP Analytics Cloud impulsiona a consolidação do agronegócio? - Solveplan","Investir em ferramentas como o SAP Analytics Cloud e estratégia de consolidação são elementos indispensáveis para garantir que o segmento do agronegócio possa avançar constantemente.","description fora de 120-160; title longo"
"post","/blog/sap-business-data-cloud-tudo-o-que-voce-precisa-saber/","1","68","204","SAP Business Data Cloud: tudo o que você precisa saber! - Solveplan","Se a sua empresa quer se diferenciar dos concorrentes e se destacar em termos de gestão corporativa, o SAP Business Data Cloud será, certamente, uma solução estratégica para alavancar este potencial.","description fora de 120-160; title longo"
"post","/blog/clean-core/clean-core-em-data-analytics-como-ele-melhora-a-gestao-de-dados/","1","84","189","Clean Core em Data &amp; Analytics: como ele melhora a gestão de dados? - Solveplan","Investir em ferramentas como o SAP Analytics Cloud e estratégia de consolidação são elementos indispensáveis para garantir que o segmento do agronegócio possa avançar constantemente.","description fora de 120-160; title longo"
"post","/blog/planejamento-de-rh/planejamento-de-rh-quais-os-maiores-desafios-e-como-supera-los/","1","77","154","Planejamento de RH: quais os maiores desafios e como superá-los? - Solveplan","Ter um bom planejamento de RH vai muito além do que atingir os objetivos corporativos, focando alcançar um desempenho muito mais estratégico que una os","title longo"
"post","/blog/sap-datasphere-como-ajuda-no-planejamento-empresarial/","1","67","155","SAP Datasphere: como ajuda no planejamento empresarial? - Solveplan","O SAP Datasphere ajuda no planejamento empresarial pois trata-se de uma ferramenta que apoia no gerenciamento de dados facilitando o acesso e obtenção de","title longo"
"post","/blog/projecoes-imprecisas-como-evitar-erros-estrategicos/","1","68","160","Projeções imprecisas: como evitar erros estratégicos? - Solveplan","Em um ambiente de negócios marcado por volatilidade e transformações constantes, a capacidade de antecipar o futuro com precisão emerge não apenas como uma","title longo"
"post","/blog/sap-analytics-cloud-como-ele-favorece-o-fluxo-de-caixa/","1","68","154","SAP Analytics Cloud: como ele favorece o fluxo de caixa? - Solveplan","Um fluxo de caixa saudável é uma peça-chave para a prosperidade sustentável corporativa, tendo uma visão mais detalhada acerca das entradas e saídas","title longo"
"case","/case/matrix-energia/","1","97","198","Matrix Energia realiza consolidação societária através do SAP Analytics Cloud   - Solveplan","Matrix Energia, em apenas três meses, conquistou automação, agilidade e autonomia nos processos financeiros, transformando suas operações e reduzindo significativamente os prazos de fechamento.","description fora de 120-160; title longo"
"case","/case/m-dias-branco-implementa-sap-analytics-cloud-em-10-meses-com-96-de-reducao/","1","128","137","M. Dias Branco implementa SAP Analytics Cloud em 10 meses com 96% de redução tempo nas operações orçamentárias - Solveplan","M. Dias Branco reduziu 96% do tempo de orçamento ao adotar SAP Analytics Cloud com a SolvePlan, integrando dados e acelerando decisões.","title longo"
"case","/case/lins-agroindustrial-sap-analytics-cloud/","1","54","122","SAP Analytics Cloud Agronegócio | Lins Agroindustrial","Veja como a Lins Agroindustrial migrou para o SAP Analytics Cloud e reduziu 90% do tempo de processamento com a SolvePlan.",""
"case","/case/zilor-implementa-sac-em-6-meses-e-elimina-uso-de-planilhas-eletronicas/","1","83","186","Zilor implementa SAC em 6 meses e elimina uso de planilhas eletrônicas - Solveplan","Zilor implementou o SAP Analytics Cloud em 6 meses com a Solveplan, eliminando planilhas eletrônicas e reduzindo de 14 dias úteis para agilidade total na consolidação orçamentária.","description fora de 120-160; title longo"
"noticia","/noticia/sap-partner-awards-2026-solveplan-lac/","1","90","151","SolvePlan é reconhecida no SAP Partner Awards 2026 para América Latina (LAC) - Solveplan","A SolvePlan foi premiada no SAP Partner Awards 2026 – América Latina. Entenda o impacto do reconhecimento e o que isso significa para o mercado SAP.","title longo"
"noticia","/noticia/melhor-parceiro-sap-business-data-cloud-2025/","1","115","155","Solveplan é reconhecida no Partner Excellence Awards 2025 como Melhor Parceiro SAP Business Data Cloud - Solveplan","Solveplan é reconhecida como Melhor Parceiro SAP Business Data Cloud 2025 no Partner Excellence Awards. Saiba como o SAP BDC transforma dados e analytics.","title longo"
"noticia","/noticia/solveplan-e-reconhecida-no-sap-partner-success-meeting-q1-2025-em-3-categorias/","1","91","123","Solveplan é reconhecida no SAP Partner Success Meeting Q1/2025 em 3 categorias - Solveplan","A Solveplan foi premiada no SAP Partner Success Meeting Q1/2025, sendo reconhecida em três categorias do Excellence Award.","title longo"
"noticia","/noticia/melhor-parceira-do-ecossistema-sap-2022/","1","51","85","Melhor parceira do ecossistema SAP 2022 - Solveplan","Prêmio Best Partner 2022  Solveplan é reconhecida como melhor parceiro SAP de 2022","description fora de 120-160"
"noticia","/noticia/solveplan-recebe-o-premio-de-quote-achiever-no-ecossistema-sap-no-q1-e-q2-de-2024/","1","100","92","SolvePlan Recebe o Prêmio de ‘Quote Achiever’ no Ecossistema SAP no Q1 e Q2 de 2024 - Solveplan","Reconhecimento reflete o compromisso com a excelência e o alto desempenho em soluções SAP","description fora de 120-160; title longo"
"evento","/evento/webinar-data-first-klabin-sap-datasphere/","1","57","133","Webinar SAP Datasphere: case Klabin em 50 min | Solveplan","Webinar gratuito em 21/10, das 10h às 10h50: veja como a Klabin construiu a fundação de dados no SAP Datasphere para sustentar IA.",""
"evento","/evento/sap-innovation-day-dados-ia-sap-bdc/","2","54","146","SAP Innovation Day: Dados e IA com SAP BDC | Solveplan","Participe do SAP Innovation Day na SAP Brasil e veja como preparar dados SAP e non-SAP para IA, analytics e decisões com SAP Business Data Cloud.","mais de 1 H1"
"evento","/evento/solveplan-no-sap-now-ai-tour-brazil-2026/","1","53","148","Solveplan no SAP NOW AI Tour Brazil 2026 | Estande 03","A Solveplan, Melhor Parceiro SAP BDC da América Latina, participa do SAP NOW AI Tour Brazil 2026 em São Paulo. Confira nossa agenda no estande 03.",""
"evento","/evento/sap-xfpa-innovation-day-planejamento-e-consolidacao-para-a-gestao-eficiente/","1","96","84","SAP XFP&amp;A Innovation Day: Planejamento e Consolidação para a Gestão Eficiente - Solveplan","SAP XFP&amp;A Innovation Day: Planejamento e Consolidação para a Gestão Eficiente","description fora de 120-160; title longo"
"evento","/evento/sap-btp-experience-2026/","1","35","143","SAP BTP Experience 2026 - Solveplan","Participe do SAP BTP Experience 2026, evento técnico da SAP sobre Business Data Cloud, Analytics, Planning e arquitetura de dados no SAP Labs.",""
"evento","/evento/sap-btp-experience-em-2025/","1","38","53","SAP BTP Experience em 2025 - Solveplan","SAP BTP Experience em 2025 – Além do ver. Começar","description fora de 120-160"
"evento","/evento/webinar-conectando-fluxo-de-caixa-e-orcamento-case-aco-cearense/","1","79","311","WEBINAR: Conectando Fluxo de Caixa e Orçamento: Case Aço Cearense - Solveplan","Participe deste webinar e descubra como automatizar os processos financeiros da empresa. Demonstraremos como é feita a integração entre o fluxo de caixa com o orçamento para automatizar as análises de forma interativa e utilização de análises preditivas para trazer mais agilidade, precisão e controle.","description fora de 120-160; title longo"
"evento","/evento/webinar-rfi-revisao-financeira-integrada-entre-o-sap-ibp-e-sap-analytics/","1","88","321","WEBINAR: (RFI) Revisão Financeira Integrada entre o SAP IBP e SAP Analytics - Solveplan","Neste evento, você vai conhecer na prática o conceito de Revisão Financeira Integrada (RFI), aplicado ao ciclo de planejamento (S&amp;OP) e evoluindo para o modelo xP&amp;A (Extended Planning &amp; Analysis), que permite uma análise financeira contínua, alinhada aos objetivos operacionais e às demandas do mercado.","description fora de 120-160; title longo"
"evento","/evento/solveplan-no-sap-now-ai-tour-brazil-2025-com-ia-e-performance/","1","73","223","SolvePlan no SAP NOW AI Tour Brazil 2025 com IA e Performance - Solveplan","Nos dias 19 e 20 de agosto de 2025, o SAP NOW AI Tour Brazil reúne as maiores lideranças empresariais do país para falar sobre transformação digital, automação, inteligência artificial e decisões baseadas em dados.","description fora de 120-160; title longo"
"banner","/banner/banner-2/","1","20","0","Banner 2 - Solveplan","","sem description; title curto; NÃO deveria estar indexada"
"banner","/banner/banner-3/","1","20","0","Banner 3 - Solveplan","","sem description; title curto; NÃO deveria estar indexada"
"midia-em-acelerador","/midia-em-acelerador/analytics/","1","21","0","Analytics - Solveplan","","sem description; title curto; NÃO deveria estar indexada"
"video-aceleradores","/video-aceleradores/video-teste/","1","24","0","Vídeo Teste - Solveplan","","sem description; title curto; NÃO deveria estar indexada"
